original_title,director,genres,vote_count,vote_average,release_year,budget_adj,revenue_adj
Southbound,Roxanne Benjamin|David Bruckner|Patrick Horvath|Chad Villella|Matt Bettinelli-Olpin|Tyler Gillett|Justin Martinez|Radio Silence,Fantasy|Thriller|Horror|Science Fiction,73,6.0,2015,0.0,0.0
Star Trek: Renegades,Tim Russ,Action|Science Fiction|Adventure|Fantasy,31,4.1,2015,0.0,0.0
The Boy,Craig Macneill,Thriller|Drama|Horror,22,6.1,2015,0.0,0.0
Riley's First Date?,Josh Cooley,Animation|Family,137,7.3,2015,0.0,0.0
The Program,Stephen Frears,Drama,107,5.9,2015,0.0,3023530.82964643
Lila & Eve,Charles Stone III,Thriller|Drama,78,5.2,2015,0.0,0.0
The Final Girls,Todd Strauss-Schulson,Horror|Comedy,211,6.6,2015,0.0,0.0
He Never Died,Jason Krawczyk,Thriller|Horror|Comedy|Drama,65,6.3,2015,0.0,0.0
A Very Murray Christmas,Sofia Coppola,Comedy|Music,101,5.4,2015,0.0,0.0
Kill Your Friends,Owen Harris,Thriller|Comedy|Crime,54,5.5,2015,0.0,0.0
Battle For SkyArk,Simon Hung,Family|Science Fiction|Action|Adventure,18,3.5,2015,0.0,0.0
Jem and the Holograms,Jon M. Chu,Drama|Music|Adventure|Fantasy,69,5.7,2015,4599997.97600089,2146988.33532513
The Adderall Diaries,Pamela Romanowsky,Thriller|Action|Drama,23,4.8,2015,0.0,0.0
Grizzly,David Hackl,Action|Horror|Thriller,35,5.0,2015,9199995.95200178,0.0
Where to Invade Next,Michael Moore,Documentary,67,7.2,2015,0.0,0.0
Beasts of No Nation,Cary Fukunaga,Drama|War,306,7.5,2015,5519997.57120106,83514.8032534865
A Christmas Horror Story,Grant Harvey|Steven Hoban|Brett Sullivan,Horror,56,5.6,2015,0.0,0.0
Sunset Song,Terence Davies,Drama,19,7.1,2015,0.0,0.0
Synchronicity,Jacob Gentry,Thriller|Mystery|Science Fiction,45,5.3,2015,0.0,4144.5981763767995
12 Gifts of Christmas,Peter Sullivan,Family|TV Movie,12,6.3,2015,0.0,0.0
The Pack,Nick Robertson,Thriller|Horror,15,5.5,2015,0.0,0.0
Demonic,Will Canon,Thriller|Horror,91,5.0,2015,2759998.78560053,3116038.628943
The Girl in the Photographs,Nick Simon,Crime|Horror|Thriller,10,4.7,2015,0.0,0.0
The Legend of Barney Thomson,Robert Carlyle,Thriller|Drama|Comedy,21,5.7,2015,0.0,0.0
The Duke of Burgundy,Peter Strickland,Drama,58,5.8,2015,919999.595200178,0.0
88,April Mullen,Thriller|Action,20,4.4,2015,0.0,0.0
The Girl in the Book,Marya Cohn,Drama,23,6.2,2015,0.0,0.0
Avengers Grimm,Jeremy M. Inman,Fantasy|Action|Adventure,23,3.8,2015,0.0,0.0
The D Train,Andrew Mogel|Jarrad Paul,Drama|Comedy,47,4.2,2015,411721.89884236397,709611.327771015
The Lion Guard: Return of the Roar,Howy Parkins,Family|TV Movie|Animation,48,5.9,2015,0.0,0.0
A Royal Night Out,Julian Jarrold,Thriller|Romance|Drama,42,6.2,2015,0.0,209885.027650587
Parallels,Christopher Leone,Science Fiction|Action,92,6.1,2015,0.0,0.0
Born to Be Blue,Robert Budreau,Drama|Music,16,6.8,2015,0.0,763718.3439639279
The Marine 4: Moving Target,William Kaufman,Thriller|Action,35,5.7,2015,1793999.21064034,0.0
Tales of Halloween,Darren Lynn Bousman|Axelle Carolyn|Adam Gierasch|Andrew Kasch|Neil Marshall|Lucky McKee|Ryan Schifrin|Mike Mendez|Dave Parker|John Skipp|Paul Solet,Horror,74,5.3,2015,0.0,0.0
Blunt Force Trauma,Ken Sanzel,Adventure|Action,23,4.4,2015,919999.595200178,0.0
Operator,Obin Olson|Amariah Olson,Thriller|Action|Drama,16,5.4,2015,0.0,0.0
The Human Centipede 3 (Final Sequence),Tom Six,Horror,75,3.5,2015,0.0,0.0
Spring,Aaron Moorhead|Justin Benson,Horror|Romance|Science Fiction,110,6.5,2015,0.0,45972.3797721529
The Intruders,Adam Massey,Thriller,26,4.9,2015,0.0,0.0
We Are Still Here,Ted Geoghegan,Horror,91,5.5,2015,0.0,0.0
Monster High: Haunted,Dan Fraga|William Lau,Animation|Family|Fantasy,11,7.0,2015,0.0,0.0
3-Headed Shark Attack,Christopher Ray,Science Fiction|Action|Horror,15,3.8,2015,0.0,0.0
Navy Seals vs. Zombies,Stanton Barrett,Horror|Action,24,3.3,2015,0.0,0.0
Wrecker,Michael Bafaro,Thriller|Action|Horror,12,3.6,2015,0.0,0.0
The Escort,Will Slocombe,Comedy|Romance,41,5.9,2015,0.0,0.0
Martyrs,Kevin Goetz|Michael Goetz,Drama|Horror|Thriller,43,5.0,2015,0.0,0.0
Uncanny,Matthew Leutwyler,Thriller|Drama|Science Fiction,21,6.1,2015,0.0,0.0
Bad Hair Day,Erik Canuel,TV Movie|Adventure|Comedy,21,6.5,2015,0.0,0.0
Area 51,Oren Peli,Horror|Thriller|Science Fiction,82,4.4,2015,4599997.97600089,0.0
San Andreas Quake,John Baumgartner,TV Movie|Action|Science Fiction,60,3.7,2015,0.0,0.0
The Runner,Austin Stark,Drama,35,4.8,2015,5519997.57120106,0.0
Advantageous,Jennifer Phang,Science Fiction|Drama|Family,29,6.4,2015,0.0,0.0
Partisan,Ariel Kleiman,Thriller|Drama,16,5.8,2015,0.0,0.0
R.L. Stine's Monsterville: The Cabinet of Souls,Peter DeLuise,Comedy|Horror,22,7.2,2015,4047998.21888078,0.0
Strangerland,Kim Farrant,Drama|Thriller,48,5.0,2015,9199995.95200178,16074.2329273375
Ashby,Tony McNamara,Drama|Romance|Comedy,104,5.9,2015,0.0,0.0
Beautiful & Twisted,Christopher Zalla,Crime|Drama|Thriller,21,5.4,2015,0.0,0.0
Ronaldo,Anthony Wonke,Documentary,80,6.5,2015,0.0,0.0
Going Clear: Scientology and the Prison of Belief,Alex Gibney,Documentary,186,7.8,2015,0.0,0.0
Zipper,Mora Stephens,Thriller|Drama,30,5.5,2015,0.0,0.0
War Pigs,Ryan Little,War|Action,26,4.9,2015,0.0,0.0
Turbo Kid,FranÃ§ois Simard|Anouk Whissell|Yoann-Karl Whissell,Adventure|Action|Comedy|Science Fiction,136,6.6,2015,0.0,0.0
Barbie in Rock 'N Royals,Karen J. Lloyd,Animation|Music|Family,17,6.3,2015,0.0,0.0
Circle,Aaron Hann|Mario Miscione,Drama|Horror|Science Fiction|Thriller,167,6.1,2015,0.0,0.0
Monkey Kingdom,Mark Linfield|Alastair Fothergill,Animation|Documentary,39,6.3,2015,0.0,15328184.095599
Joe Dirt 2: Beautiful Loser,Fred Wolf,Comedy,23,4.2,2015,0.0,0.0
Minions: The Competition,Kyle Balda|Julien Soret,Animation,16,5.9,2015,0.0,0.0
I'll See You in My Dreams,Brett Haley,Drama|Comedy,39,6.2,2015,0.0,6853703.50437045
Jesse Stone: Lost in Paradise,Robert Harmon,Drama|TV Movie|Crime|Mystery,10,5.6,2015,0.0,0.0
Steve Jobs: The Man in the Machine,Alex Gibney,Documentary,110,6.2,2015,0.0,454945.31982405897
Babysitter's Black Book,Lee Friedlander,Drama|TV Movie,18,5.9,2015,0.0,0.0
The Ones Below,David Farr,Thriller,33,5.9,2015,0.0,0.0
Tremors 5: Bloodlines,Don Michael Paul,Science Fiction|Action|Horror,47,5.1,2015,0.0,0.0
Captive,Jerry Jameson,Crime|Drama|Thriller,55,5.7,2015,1839999.19040035,2577386.22595006
Terminus,Marc Furmie,Science Fiction|Thriller|Fantasy,39,4.6,2015,0.0,0.0
Andron,Francesco Cinquemani,Action|Science Fiction,24,4.7,2015,0.0,0.0
How to Plan an Orgy in a Small Town,Jeremy Lalonde,Comedy,17,4.7,2015,0.0,0.0
Freaks of Nature,Robbie Pickering,Science Fiction|Comedy|Horror,78,5.6,2015,0.0,65281.3312762142
Reversal,JosÃ© Manuel Cravioto,Thriller|Horror,54,5.4,2015,0.0,0.0
Batman Unlimited: Monster Mayhem,Butch Lukic,Action|Animation|Family,30,6.1,2015,0.0,0.0
The Lovers,Roland JoffÃ©,Action|Adventure|Science Fiction|Romance,22,4.6,2015,24839989.0704048,0.0
Holding the Man,Neil Armfield,Drama,43,7.9,2015,0.0,0.0
Harbinger Down,Alec Gillis,Science Fiction|Horror,32,4.2,2015,0.0,0.0
Batman Unlimited: Animal Instincts,Butch Lukic,Action|Animation|Family,39,5.8,2015,0.0,0.0
Entertainment,Rick Alverson,Drama|Comedy,11,4.0,2015,0.0,0.0
Meadowland,Reed Morano,Drama,17,6.4,2015,0.0,0.0
The Stanford Prison Experiment,Kyle Patrick Alvarez,Thriller|Drama,135,6.8,2015,0.0,592072.179488241
The Girl King,Mika KaurismÃ¤ki,Drama|History|Romance,12,6.1,2015,0.0,0.0
Bessie,Dee Rees,Drama|Music|TV Movie,21,5.9,2015,0.0,0.0
The Atticus Institute,Chris Sparling,Horror,92,5.3,2015,0.0,0.0
The Hoarder,Matt Winn,Thriller|Horror,24,4.2,2015,0.0,0.0
I Smile Back,Adam Salky,Drama,25,5.7,2015,0.0,0.0
Oddball,Stuart McDonald,Family|Adventure,15,6.1,2015,0.0,0.0
Meru,Jimmy Chin|Elizabeth Chai Vasarhelyi,Adventure|Documentary,42,6.9,2015,0.0,2147488.81510492
Sanjay's Super Team,Sanjay Patel,Animation,47,6.9,2015,0.0,0.0
Learning to Drive,Isabel Coixet,Romance|Comedy|Drama,44,5.9,2015,0.0,3171820.96439877
Christmas Eve,Mitch Davis,Romance|Comedy,11,5.8,2015,0.0,0.0
The Sisterhood of Night,Caryn Waechter,Mystery|Drama|Thriller,25,6.6,2015,0.0,0.0
Sharknado 3: Oh Hell No!,Anthony C. Ferrante,TV Movie|Horror|Science Fiction,68,4.5,2015,0.0,0.0
12 Rounds 3: Lockdown,Stephen Reynolds,Action|Thriller,18,4.5,2015,0.0,0.0
Hitting the Apex,Mark Neale,Documentary,14,8.0,2015,0.0,0.0
Club Life,Fabrizio Conte,Drama,12,6.3,2015,0.0,4088.47820106959
Cleveland Abduction,Alex Kalymnios,Drama|Crime,33,6.3,2015,0.0,0.0
90 Minutes in Heaven,Michael Polish,Drama,24,5.7,2015,4599997.97600089,4455281.1196763
Lavalantula,Mike Mendez,Horror|Science Fiction|TV Movie,16,5.6,2015,0.0,0.0
Unexpected,Kris Swanberg,Drama|Comedy,22,5.7,2015,0.0,0.0
Justice League: Throne of Atlantis,Ethan Spaulding,Science Fiction|Action|Animation|Adventure,142,6.5,2015,3219998.58320062,0.0
Lady Chatterley's Lover,Jed Mercurio,Romance|Drama,15,6.3,2015,0.0,0.0
The Wicked Within,Jay Alaimo,Horror,17,4.1,2015,0.0,0.0
Bridgend,Jeppe RÃ¸nde,Drama,10,5.7,2015,0.0,0.0
Backcountry,Adam MacDonald,Drama|Horror|Thriller,75,5.8,2015,0.0,0.0
Walter,Anna Mastro,Drama|Comedy,12,5.2,2015,643999.716640124,0.0
Ratter,Branden Kramer,Drama|Thriller|Horror,57,5.2,2015,459999.797600089,0.0
An Inspector Calls,Aisling Walsh,Drama|Thriller|Mystery,16,7.8,2015,0.0,0.0
The Survivalist,Stephen Fingleton,Drama|Science Fiction|Thriller,44,6.4,2015,0.0,0.0
Don't Grow Up,Thierry Poiraud,Horror,15,3.9,2015,0.0,0.0
Night Of The Living Deb,Kyle Rankin,Comedy|Horror,13,5.7,2015,1839999.19040035,0.0
No Stranger Than Love,Nick Wernham,Romance|Comedy,13,4.1,2015,0.0,0.0
The Hive,David Yarovesky,Horror|Science Fiction|Thriller,15,5.5,2015,0.0,0.0
Back in Time,Jason Aron,History|Documentary|Family,69,5.8,2015,0.0,0.0
Nina Forever,Ben Blaine|Chris Blaine,Horror|Comedy|Romance,27,4.8,2015,0.0,0.0
Some Kind Of Hate,Adam Egypt Mortimer,Horror,19,3.9,2015,0.0,0.0
The Dead Room,Jason Stutter,Horror|Thriller,16,4.6,2015,919999.595200178,0.0
Condemned,Eli Morgan Gesner,Horror,16,3.7,2015,0.0,0.0
Night Owls,Charles Hood,Drama|Comedy,10,7.1,2015,0.0,0.0
The Sand,Isaac Gabaeff,Science Fiction|Horror,10,3.9,2015,0.0,0.0
Digging for Fire,Joe Swanberg,Drama,35,4.9,2015,0.0,0.0
Ten Thousand Saints,Robert Pulcini|Shari Springer Berman,Music|Comedy|Drama,28,6.0,2015,0.0,0.0
From the Dark,Conor McMahon,Horror,22,6.1,2015,0.0,0.0
My All American,Angelo Pizzo,Drama,19,6.9,2015,18399991.9040035,0.0
Hangman,Adam Mason,Thriller,14,3.9,2015,0.0,0.0
Larry Gaye: Renegade Male Flight Attendant,Sam Friedlander,Comedy,12,5.3,2015,0.0,0.0
Grandma,Paul Weitz,Drama|Comedy,81,5.6,2015,551999.757120106,6520452.97100069
Anarchy Parlor,Kenny Gage|Devon Downs,Horror,15,5.6,2015,0.0,0.0
Summer Camp,Alberto Marini,Horror,16,5.3,2015,0.0,0.0
Backmask,Marcus Nispel,Thriller|Horror,46,4.6,2015,0.0,0.0
Already Tomorrow in Hong Kong,Emily Ting,Romance|Comedy,23,5.4,2015,0.0,0.0
Those People,Joey Kuhn,Romance|Drama,25,7.2,2015,0.0,0.0
Show Me a Hero,Paul Haggis,History|Crime|Drama,32,7.7,2015,0.0,0.0
Curve,Iain Softley,Horror|Thriller,40,4.4,2015,0.0,0.0
Pound of Flesh,Ernie Barbarash,Action,42,5.4,2015,6899996.96400133,0.0
Cyberbully,Ben Chanan,Drama|Thriller,73,6.4,2015,0.0,0.0
Final Girl,Tyler Shields,Action|Drama|Thriller,117,4.8,2015,0.0,0.0
He Named Me Malala,Davis Guggenheim,Documentary,36,5.3,2015,0.0,2431466.01015495
The Driftless Area,Zachary Sluser,Romance|Drama|Comedy|Mystery,12,5.0,2015,0.0,0.0
Do You Believe?,Jonathan M. Gunn,Fantasy|Drama,30,7.4,2015,0.0,0.0
7 Days in Hell,Jake Szymanski,TV Movie|Comedy,87,6.4,2015,0.0,0.0
Teen Beach 2,Jeffrey Hornaday,Comedy|Music,62,6.4,2015,0.0,0.0
Full Out,Sean Cisterna,History|Drama|Family,15,7.2,2015,1379999.39280026,0.0
Narcopolis,Justin Trefgarne,Thriller|Mystery|Science Fiction,20,4.4,2015,1379999.39280026,0.0
Staten Island Summer,Rhys Thomas,Comedy,51,5.6,2015,0.0,0.0
Safelight,Tony Aloupis,Drama,13,5.8,2015,0.0,0.0
Bad Roomies,Jason Schnell,Comedy,16,5.1,2015,0.0,0.0
Close Range,Isaac Florentine,Crime|Action,41,5.0,2015,0.0,0.0
The Reconstruction of William Zero,Dan Bush,Science Fiction|Drama|Thriller,14,5.1,2015,0.0,0.0
Queen of Earth,Alex Ross Perry,Drama|Mystery|Thriller,33,5.6,2015,0.0,0.0
After the Ball,Sean Garrity,Comedy,28,6.3,2015,0.0,148874.334495292
A Christmas Detour,Ron Oliver,Comedy|TV Movie|Romance,19,7.0,2015,0.0,0.0
"What Happened, Miss Simone?",Liz Garbus,Documentary|Music,77,7.7,2015,0.0,0.0
Alex of Venice,Chris Messina,Drama,19,6.1,2015,0.0,0.0
The Eichmann Show,Paul Andrew Williams,Drama,29,6.2,2015,0.0,0.0
"People, Places, Things",Jim Strouse,Comedy,47,6.6,2015,0.0,0.0
"The Death of ""Superman Lives"": What Happened?",Jon Schnepp,Documentary,33,6.8,2015,0.0,0.0
Winter on Fire: Ukraine's Fight for Freedom,Evgeny Afineevsky,Documentary,37,8.2,2015,0.0,0.0
Ava's Possessions,Jordan Galland,Mystery|Thriller|Horror|Science Fiction,14,6.1,2015,0.0,0.0
Being Charlie,Rob Reiner,Drama|Romance,12,6.2,2015,0.0,27967.9876940854
Containment,Neil Mcenery-West,Thriller|Horror|Science Fiction,14,5.6,2015,0.0,0.0
The Exorcism of Molly Hartley,Steven R. Monroe,Horror,52,5.0,2015,0.0,0.0
The Diabolical,Alistair Legrand,Horror|Science Fiction|Thriller,36,4.3,2015,0.0,0.0
Last Cab to Darwin,Jeremy Sims,Comedy|Drama|Romance,11,7.0,2015,0.0,0.0
Intruders,Adam Schindler,Drama|Thriller|Horror,77,5.8,2015,0.0,0.0
Infini,Shane Abbess,Horror|Science Fiction|Thriller,90,5.0,2015,0.0,0.0
A Christmas Melody,Mariah Carey,Romance|Music|TV Movie|Comedy,12,5.5,2015,0.0,0.0
Muck,Steve Wolsh,Horror,21,3.3,2015,0.0,0.0
Robert the Doll,Andrew Jones,Horror,17,2.6,2015,0.0,0.0
Bravetown,Daniel Duran,Drama|Music,42,6.2,2015,0.0,0.0
Bite,Chad Archibald,Horror,11,4.9,2015,0.0,0.0
Taylor Swift: The 1989 World Tour - Live,Jonas Ã…kerlund,Documentary|Music,15,7.6,2015,0.0,0.0
Cosmic Scrat-tastrophe,Mike Thurmeier|Galen T. Chu,Science Fiction|Comedy|Animation|Family,33,7.7,2015,0.0,0.0
Ghoul,Petr JÃ¡kl Jr.,Thriller|Horror,18,4.9,2015,0.0,0.0
Waffle Street,Eshom Nelms|Ian Nelms,Drama|Comedy,25,6.4,2015,0.0,0.0
Deep Web,Alex Winter,Documentary,47,6.9,2015,0.0,0.0
A LEGO Brickumentary,Kief Davidson|Daniel Junge,Documentary,49,6.5,2015,597999.736880115,0.0
Richard Pryor: Omit the Logic,Marina Zenovich,Documentary,14,6.7,2015,0.0,0.0
Don Verdean,Jared Hess,Comedy,26,4.0,2015,0.0,0.0
The Editor,Adam Brooks|Matthew Kennedy,Mystery|Horror|Comedy,18,6.0,2015,0.0,0.0
Nasty Baby,SebastiÃ¡n Silva,Drama,12,5.0,2015,0.0,0.0
Bitter Lake,Adam Curtis,Documentary,19,7.8,2015,0.0,0.0
June,L. Gustavo Cooper,Science Fiction|Horror,14,4.0,2015,0.0,0.0
The Overnight,Patrick Brice,Mystery|Comedy,89,5.9,2015,0.0,1011999.55472019
The Rise of the Krays,Zackary Adler,Crime,11,4.7,2015,2299998.98800044,0.0
Smosh: The Movie,Alex Winter,Comedy|Action|Adventure,67,5.3,2015,0.0,0.0
Keepers of the Covenant: Making Exodus: Gods and Kings,Charles de Lauzirika,Documentary,14,5.5,2015,0.0,0.0
è§£æ•‘å´å…ˆç”Ÿ,Ding Sheng,Thriller|Crime,19,6.4,2015,0.0,0.0
The Quiet Hour,StÃ©phanie Joalland,Drama|Science Fiction|Thriller,11,5.3,2015,0.0,0.0
Lost in the Sun,Trey Nelson,Action|Crime|Drama|Thriller,31,5.5,2015,0.0,0.0
Results,Andrew Bujalski,Comedy,32,5.1,2015,0.0,96146.397695585
Addicted to Fresno,Jamie Babbit,Comedy,14,4.8,2015,0.0,0.0
Listening,Khalil Sullins,Drama|Thriller|Science Fiction,18,5.3,2015,0.0,0.0
Jack of the Red Hearts,Janet Grillo,Drama|Family,13,7.0,2015,0.0,0.0
Absolution,Keoni Waxman,Thriller|Action|Adventure|Crime,21,5.0,2015,0.0,0.0
American Hero,Nick Love,Action|Comedy|Science Fiction,31,5.2,2015,0.0,0.0
The Condemned 2,Roel ReinÃ©,Action,13,4.0,2015,0.0,0.0
Bound,Jared Cohn,Thriller|Drama,21,3.1,2015,0.0,0.0
Re-Kill,Valeri Milev,Horror|Science Fiction,17,4.7,2015,8739996.15440169,0.0
SuperBob,Jon Drever,Action|Comedy|Romance,11,5.4,2015,0.0,0.0
A Hitman in London,Ara Paiaya,Crime|Action,10,4.6,2015,0.0,0.0
Regular Show: The Movie,J.G. Quintel,Comedy|TV Movie|Animation|Science Fiction,27,7.4,2015,2759998.78560053,0.0
If There Be Thorns,Nancy Savoca,TV Movie|Drama,11,5.4,2015,0.0,0.0
Pod,Mickey Keating,Thriller|Horror|Mystery,20,4.2,2015,0.0,0.0
To Write Love on Her Arms,Nathan Frankowski,Drama|Music,32,6.9,2015,3127998.6236806,0.0
Hungry Hearts,Saverio Costanzo,Drama,21,6.2,2015,0.0,6367.3171983804295
The Funhouse Massacre,Andy Palmer,Comedy|Horror,13,6.1,2015,0.0,0.0
Extraordinary Tales,Raul Garcia,Horror|Animation|Mystery,11,5.4,2015,0.0,0.0
War Room,Alex Kendrick,Drama,57,6.9,2015,2759998.78560053,62366880.1985727
A Deadly Adoption,Rachel Goldenberg,Drama|Thriller,25,4.4,2015,0.0,0.0
Ellis,JR,Drama,15,7.2,2015,0.0,0.0
Coconut Hero,Florian Cossen,Comedy|Drama,10,7.4,2015,0.0,0.0
Janis: Little Girl Blue,Amy Berg,Documentary|Music,31,7.5,2015,0.0,0.0
Io che amo solo te,Marco Ponti,Romance|Comedy,36,5.2,2015,0.0,0.0
Unknown Caller,Amariah Olson|Obin Olson,Thriller,14,6.2,2015,0.0,0.0
The Inhabitants,Shawn Rasmussen|Michael Rasmussen,Thriller|Horror,10,3.5,2015,0.0,0.0
Amy Schumer: Live at the Apollo,Chris Rock,Comedy,17,7.5,2015,0.0,0.0
Glassland,Gerard Barrett,Drama,24,3.5,2015,0.0,0.0
Whitney,Angela Bassett,Romance|Drama|Music,18,4.7,2015,0.0,0.0
Heaven Knows What,Ben Safdie|Joshua Safdie,Drama,12,6.9,2015,0.0,0.0
Keith Richards: Under the Influence,Morgan Neville,Music|Documentary,13,6.4,2015,0.0,0.0
Landmine Goes Click,Levan Bakhia,Action|Crime|Drama|Thriller,13,5.7,2015,919999.595200178,0.0
Hellions,Bruce McDonald,Horror,30,3.5,2015,0.0,0.0
13 Cameras,Victor Zarcoff,Drama|Horror,11,6.2,2015,0.0,0.0
Bastard,Patrick Robert Young|Powell Robinson,Horror,10,6.2,2015,0.0,0.0
Strange Blood,Chad Michael Ward,Science Fiction|Horror,22,4.1,2015,0.0,0.0
Jurassic City,Sean Cain,Action|Science Fiction,13,5.7,2015,0.0,0.0
6 Years,Hannah Fidell,Romance|Drama,182,5.5,2015,0.0,0.0
I Am Chris Farley,Brent Hodge|Derik Murray,Documentary,27,7.0,2015,0.0,0.0
Chloe and Theo,Ezna Sands,Drama,12,6.7,2015,0.0,0.0
All Things Must Pass,Colin Hanks,Documentary,22,7.0,2015,0.0,0.0
Capsule,Andrew Martin,Drama|History|Thriller|Science Fiction,11,5.3,2015,1195999.47376023,0.0
The Nightmare,Rodney Ascher,Horror|Documentary,58,5.7,2015,0.0,26018.5085518562
Tangerine,Sean Baker,Comedy|Drama,102,7.0,2015,0.0,0.0
Nightlight,Scott Beck,Thriller|Horror,19,3.9,2015,0.0,0.0
"Stockholm, Pennsylvania",Nikole Beckwith,Drama|Thriller,14,4.9,2015,0.0,0.0
Power/Rangers,Joseph Kahn,Action|Adventure|Science Fiction,93,7.4,2015,0.0,0.0
Appropriate Behavior,Desiree Akhavan,Romance|Comedy|Drama,18,5.8,2015,0.0,0.0
See You In Valhalla,Jarret Tarnol,Drama|Comedy,25,5.6,2015,0.0,0.0
The True Cost,Andrew Morgan,Documentary,39,7.6,2015,0.0,0.0
"Kumiko, the Treasure Hunter",David Zellner,Drama,65,6.2,2015,0.0,0.0
Invisible Sister,Paul Hoen,Fantasy|Adventure|Comedy,44,6.5,2015,0.0,0.0
The Forbidden Room,Guy Maddin|Evan Johnson,Romance|Comedy|Drama|Mystery,13,5.7,2015,0.0,0.0
Finders Keepers,Bryan Carberry|J. Clay Tweel,Documentary,17,5.7,2015,0.0,0.0
Merry Kissmas,Michael Feifer,Romance|TV Movie,10,7.6,2015,0.0,0.0
Most Likely to Die,Anthony DiBlasi,Horror,12,4.2,2015,0.0,0.0
A Girl Like Her,Amy S. Weber,Drama,49,7.3,2015,0.0,0.0
Private Number,LazRael Lison,Mystery|Horror|Thriller,12,3.5,2015,0.0,0.0
The Barber,Basel Owies,Thriller,27,5.8,2015,0.0,0.0
James White,Josh Mond,Drama,23,5.2,2015,0.0,0.0
Hitchcock/Truffaut,Kent Jones,Documentary,33,7.2,2015,0.0,0.0
A Faster Horse,David Gelb,Documentary,12,8.0,2015,0.0,0.0
Amnesiac,Michael Polish,Thriller|Mystery|Drama|Horror,29,4.1,2015,2759998.78560053,0.0
The Mask You Live In,Jennifer Siebel Newsom,Documentary,11,8.9,2015,0.0,0.0
Soaked in Bleach,Benjamin Statler,Music|Drama|Documentary|Crime,53,7.2,2015,0.0,0.0
And Then There Were None,Craig Viveiros,Mystery|Drama,37,7.7,2015,0.0,0.0
Bloodsucking Bastards,Brian James O'Connell,Comedy|Horror,27,5.5,2015,0.0,0.0
The Culling,Rustam Branaman,Horror|Thriller,15,3.2,2015,0.0,0.0
Comedy Central Roast of Justin Bieber,Joel Gallen,Comedy,31,7.0,2015,0.0,0.0
Boy Meets Girl,Eric Schaeffer,Drama|Romance|Comedy,22,7.4,2015,0.0,0.0
Listen to Me Marlon,Stevan Riley,Documentary,23,7.0,2015,0.0,0.0
The Ouija Experiment 2: Theatre of Death,Israel Luna,Horror,10,2.4,2015,0.0,0.0
Walt Before Mickey,Khoa LÃª,Drama,33,6.2,2015,0.0,0.0
Big Sky,Jorge Michel Grau,Thriller|Drama,10,4.2,2015,0.0,0.0
The Fear of 13,David Sington,Thriller|Documentary,19,8.2,2015,0.0,0.0
Dior and I,FrÃ©dÃ©ric Tcheng,Documentary,36,7.5,2015,0.0,0.0
Ominous,Peter Sullivan,Horror,10,5.1,2015,0.0,0.0
Doctor Who: The Husbands of River Song,Douglas Mackinnon,Drama|Science Fiction|Comedy,31,8.0,2015,0.0,0.0
Call Me Lucky,Bobcat Goldthwait,Documentary,14,7.3,2015,0.0,0.0
Tiger House,Tom Daley,Thriller|Drama|Action|Crime,44,5.3,2015,0.0,0.0
Brothers,Karan Malhotra,Family|Action|Drama,20,6.3,2015,0.0,0.0
Anguish,Sonny Mallhi,Horror,17,3.8,2015,0.0,0.0
Childhood's End,Nick Hurran,Thriller|TV Movie|Science Fiction|Drama,21,6.2,2015,0.0,0.0
Digging Up the Marrow,Adam Green,Thriller|Mystery|Horror|Fantasy,33,5.4,2015,0.0,0.0
Naomi and Ely's No Kiss List,Kristin Hanggi,Comedy|Drama|Romance,149,6.0,2015,0.0,0.0
The Cokeville Miracle,T.C. Christensen,Mystery|Drama|History|Family|Thriller,13,5.1,2015,0.0,0.0
